ticker,fiscal_year,cash_operating_activities,dividends_paid
IPI,2013,64898000,
IPI,2014,127486000,
IPI,2015,22690000,
IPI,2016,-18270000,
IPI,2017,17215000,
IPI,2018,64237000,
IPXL,2010,249761000,
IPXL,2011,6127000,
IPXL,2012,105829000,
IPXL,2013,149940000,
IPXL,2014,32817000,
IPXL,2015,92452000,
IPXL,2016,83850000,
IPXL,2017,84222000,
IQV,2012,335701000,-567851000
IQV,2013,393371000,
IQV,2014,433000000,
IQV,2015,476000000,
IQV,2016,860000000,
IQV,2017,970000000,
IQV,2018,1254000000,
IR,2008,348400000,-212900000
IR,2009,1734600000,-160800000
IR,2010,695400000,-90700000
IR,2011,1186800000,-137300000
IR,2012,1195400000,-192400000
IR,2013,1091500000,-245500000
IR,2014,973200000,-264700000
IR,2015,851100000,-303300000
IR,2016,1500200000,-348600000
IR,2017,1523500000,-430100000
IR,2018,1407800000,-479500000
IRBT,2010,49157000,
IRBT,2011,55735000,
IRBT,2012,37861000,
IRBT,2013,41892000,
IRBT,2014,40606000,
IRBT,2015,26712000,
IRBT,2016,116424000,
IRBT,2017,76315000,
IRBT,2018,71685000,
IRG,2012,40632000,
IRG,2013,16919000,
IRG,2014,16960000,
IRG,2015,28047000,
IRG,2016,6150000,
IRM,2009,616911000,
IRM,2010,625140000,-37893000
IRM,2011,615438000,-172616000
IRM,2012,432736000,-318845000
IRM,2013,507546000,-206798000
IRM,2014,472948000,-542298000
IRM,2015,541760000,-406508000
IRM,2016,543895000,-505871000
IRM,2017,720968000,-439999000
IRM,2018,935549000,-673635000
ISDR,2008,11452,
ISDR,2009,186601,
ISDR,2010,446297,
ISDR,2011,478158,0
ISDR,2012,754171,-270590
ISDR,2013,1389641,-117286
ISDR,2014,1462254,0
ISDR,2015,3176566,-83101
ISDR,2016,2761000,-453000
ISDR,2017,2512000,-588000
ISDR,2018,2869000,-460000
ISIL,2009,129243000,-59112000
ISIL,2010,142971000,-60120000
ISIL,2011,138341000,-61459000
ISIL,2012,35571000,-62057000
ISIL,2013,106714000,-61920000
ISIL,2014,73389000,-62910000
ISIL,2015,117004000,-64859000
ISIL,2016,104673000,-68382000
ISR,2011,-2418910,
ISR,2012,-2447775,
ISR,2013,-3056267,
ISR,2014,-3228221,
ISR,2015,-3522000,
ISR,2016,-3884000,
ISR,2017,-5712000,
ISR,2018,-5712000,
ISR,2019,-5049000,
ISRG,2008,278200000,
ISRG,2009,392200000,
ISRG,2010,545800000,
ISRG,2011,677600000,
ISRG,2012,814200000,
ISRG,2013,880000000,
ISRG,2014,665100000,
ISRG,2015,771900000,
ISRG,2016,1042900000,
ISRG,2017,1143900000,
ISRG,2018,1169600000,
ISSC,2010,5600467,
ISSC,2011,2276166,
ISSC,2012,1380831,
ISSC,2013,-2152317,-25007519
ISSC,2014,-712206,
ISSC,2015,1401589,
ISSC,2016,3562053,
ISSC,2017,6065678,
ISSC,2018,-1740976,
ISSC,2019,2107398,
IT,2009,161937000,
IT,2010,205499000,
IT,2011,255566000,
IT,2012,279813000,
IT,2013,315654000,
IT,2014,346779000,
IT,2015,345561000,
IT,2016,365632000,
IT,2017,254517000,
IT,2018,471158000,
ITCI,2012,-18902937,
ITCI,2013,-22591265,
ITCI,2014,-22807150,
ITCI,2015,-102279965,
ITCI,2016,-91257227,
ITCI,2017,-80491812,
ITCI,2018,-118169113,
ITG,2009,97434000,
ITG,2010,176109000,
ITG,2011,67059000,
ITG,2012,26792000,
ITG,2013,45192000,
ITG,2014,142540000,
ITG,2015,48746000,-7030000
ITG,2016,35082000,-9124000
ITG,2017,68014000,-9156000
ITG,2018,68317000,-9165000
ITGR,2010,76885000,
ITGR,2011,89921000,
ITGR,2012,64831000,
ITGR,2013,56755000,
ITGR,2014,81276000,
ITGR,2015,12479000,
ITGR,2016,105532000,
ITGR,2017,149357000,
ITGR,2018,167299000,
ITI,2010,5346000,
ITI,2011,668000,
ITI,2012,3193000,
ITI,2013,3274000,
ITI,2014,3577000,
ITI,2015,-4110000,
ITI,2016,2903000,
ITI,2017,-268000,
ITI,2018,-5828000,
ITRI,2009,140787000,
ITRI,2010,254591000,
ITRI,2011,252358000,
ITRI,2012,205090000,
ITRI,2013,105421000,
ITRI,2014,132973000,
ITRI,2015,73350000,
ITRI,2016,115842000,
ITRI,2017,191354000,
ITRI,2018,109755000,
ITW,2008,2222224000,-598690000
ITW,2009,2167552000,-619681000
ITW,2010,1488000000,-636000000
ITW,2011,1956000000,-680000000
ITW,2012,2072000000,-865000000
ITW,2013,2528000000,-528000000
ITW,2014,1616000000,-711000000
ITW,2015,2299000000,-742000000
ITW,2016,2302000000,-821000000
ITW,2017,2402000000,-941000000
ITW,2018,2811000000,-1124000000
IVAC,2010,51314000,
IVAC,2011,-16279000,
IVAC,2012,-19716000,
IVAC,2013,-8966000,
IVAC,2014,-2694000,
IVAC,2015,635000,
IVAC,2016,3783000,
IVAC,2017,-2378000,
IVAC,2018,-1716000,
IVDN,2010,49883,
IVDN,2011,181957,
IVDN,2012,-1511,
IVDN,2013,-250745,
IVDN,2014,-497891,
IVDN,2015,-488476,
IVDN,2016,-510633,
IVDN,2017,-377646,
IVDN,2018,-418948,
IVTY,2014,-19818000,
IVTY,2015,-31165000,
IVTY,2016,-36624000,
IVTY,2017,-38885000,
IVZ,2008,525500000,-207100000
IVZ,2009,362700000,-168900000
IVZ,2010,379200000,-197900000
IVZ,2011,964800000,-220900000
IVZ,2012,819300000,-289000000
IVZ,2013,780200000,-379700000
IVZ,2014,1200400000,-424000000
IVZ,2015,1053500000,-454500000
IVZ,2016,129300000,-460400000
IVZ,2017,1370700000,-471600000
IVZ,2018,828800000,-490600000
JACK,2001,173347000,
JACK,2002,152011000,
JACK,2003,147812000,
JACK,2004,157888000,
JACK,2005,154206000,
JACK,2006,204101000,
JACK,2007,178521000,
JACK,2008,172384000,
JACK,2009,148750000,
JACK,2010,61866000,
JACK,2011,124260000,
JACK,2012,136730000,
JACK,2013,198872000,
JACK,2014,201022000,-15808000
JACK,2015,226875000,-37390000
JACK,2016,104412000,-40295000
JACK,2017,133689000,-48925000
JACK,2018,104055000,-45412000
JACK,2019,168405000,-41179000
JAKK,2010,66970000,
JAKK,2011,44259000,-5182000
JAKK,2012,24297000,-9538000
JAKK,2013,-22264000,-3084000
JAKK,2014,-78930000,
JAKK,2015,65801000,
JAKK,2016,16723000,
JAKK,2017,11394000,
JAKK,2018,-624000,
JAZZ,2010,58868000,
JAZZ,2011,151596000,
JAZZ,2012,249752000,
JAZZ,2013,288431000,
JAZZ,2014,405765000,
JAZZ,2015,531943000,
JAZZ,2016,590536000,
JAZZ,2017,693087000,
JAZZ,2018,798904000,
JBCT,2013,-10700,
JBCT,2014,-22209,
JBCT,2015,-43364,
JBCT,2016,-6000,
JBCT,2017,-42009,
JBCT,2018,-48100,
JBHT,2009,356923000,-55692000
JBHT,2010,428078000,-59910000
JBHT,2011,635692000,-62243000
JBHT,2012,548044000,-83431000
JBHT,2013,574351000,-52811000
JBHT,2014,646779000,-93604000
JBHT,2015,873308000,-97364000
JBHT,2016,854143000,-98990000
JBHT,2017,855153000,-101362000
JBHT,2018,1087841000,-104994000
JBL,2010,427410000,-59869000
JBL,2011,828009000,-60411000
JBL,2012,634226000,-65240000
JBL,2013,1213889000,-67181000
JBL,2014,498857000,-68211000
JBL,2015,1240282000,-63138000
JBL,2016,916207000,-62436000
JBL,2017,1256643000,-59959000
JBL,2018,933850000,-57833000
JBL,2019,1193066000,-52004000
JBLU,2009,491000000,
JBLU,2010,523000000,
JBLU,2011,614000000,
JBLU,2012,698000000,
JBLU,2013,758000000,
JBLU,2014,912000000,
JBLU,2015,1598000000,
JBLU,2016,1632000000,
JBLU,2017,1398000000,
JBLU,2018,1217000000,
JCG,2012,194223000,-197938000
JCG,2013,232525000,-712000
JCG,2014,158118000,-27730000
JCG,2015,135553000,-38177000
JCG,2016,137833000,
JCG,2017,62906000,
JCG,2018,-69280000,
JCI,2008,1928000000,-297000000
JCI,2009,825000000,-309000000
JCI,2010,1438000000,-339000000
JCI,2011,1076000000,-413000000
JCI,2012,1559000000,-477000000
JCI,2013,2686000000,-513000000
JCI,2014,2395000000,-568000000
JCI,2015,1600000000,-657000000
JCI,2016,1844000000,-915000000
JCOM,2009,101833000,
JCOM,2010,96385000,0
JCOM,2011,150748000,-19174000
JCOM,2012,169911000,-40263000
JCOM,2013,193324000,-45134000
JCOM,2014,177231000,-52269000
JCOM,2015,229061000,-58826000
JCOM,2016,282387000,-65835000
JCOM,2017,264419000,-73469000
JCOM,2018,401325000,-81679000
JCP,2009,1156000000,-178000000
JCP,2010,1573000000,-183000000
JCP,2011,592000000,-189000000
JCP,2012,820000000,-178000000
JCP,2013,-10000000,-86000000
JCP,2014,-1814000000,
JCP,2015,239000000,
JCP,2016,440000000,
JCP,2017,454000000,
JCP,2018,359000000,
JCS,2014,12172077,-5571672
JCS,2015,840292,-5621665
JCS,2016,1215361,-4628402
JCS,2017,3649920,-1458298
JCS,2018,-4722732,-1492871
JDAS,2011,109831000,
JEC,2008,313411000,
JEC,2009,531659000,
JEC,2010,223621000,
JEC,2011,236490000,
JEC,2012,299805000,
JEC,2013,453860000,
JEC,2014,721716000,
JEC,2015,484572000,
JEC,2016,680173000,
JEC,2017,574881000,-54234000
JEC,2018,481152000,-86569000
JEC,2019,-366436000,
JILL,2016,67200000,-70000000
JILL,2017,76354000,
JILL,2018,67503000,
JJSF,2010,68008000,-7749000
JJSF,2011,80456000,-8540000
JJSF,2012,88475000,-9549000
JJSF,2013,86548000,-11468000
JJSF,2014,107096000,-20924000
JJSF,2015,103921000,-26154000
JJSF,2016,121225000,-28523000
JJSF,2017,125349000,-30859000
JJSF,2018,123367000,-33066000
JJSF,2019,147499000,-36644000
JKHY,2010,218698000,-30461000
JKHY,2011,240132000,-34391000
JKHY,2012,271480000,-38128000
JKHY,2013,316416000,-48202000
JKHY,2014,348471000,-71251000
JKHY,2015,382476000,-76410000
JKHY,2016,367728000,-84118000
JKHY,2017,357322000,-91707000
JKHY,2018,412142000,-105021000
JKHY,2019,431128000,-118745000
JLL,2009,250554000,-8267000
JLL,2010,384270000,-8961000
JLL,2011,211338000,-13484000
JLL,2012,325899000,-18219000
JLL,2013,295235000,-20026000
JLL,2014,498900000,-21900000
JLL,2015,375800000,-25600000
JLL,2016,214500000,-29400000
JLL,2017,789200000,-33100000
JLL,2018,604100000,-37800000
JMBA,2010,-953000,-2302000
JMBA,2011,-1080000,-1621000
JMBA,2012,17568000,-1289000
JMBA,2013,10470000,-158000
JMBA,2014,3543000,
JMBA,2015,-14610000,
JMBA,2016,-7044000,
JMBA,2017,4072000,
JNJ,2008,14972000000,-5024000000
JNJ,2009,16571000000,-5327000000
JNJ,2010,16385000000,-5804000000
JNJ,2011,14298000000,-6156000000
JNJ,2012,15396000000,-6614000000
JNJ,2013,17414000000,-7286000000
JNJ,2014,18710000000,-7768000000
JNJ,2015,19569000000,-8173000000
JNJ,2016,18767000000,-8621000000
JNJ,2017,21056000000,-8943000000
JNJ,2018,22201000000,-9494000000
JNPR,2008,875179000,
JNPR,2009,796097000,
JNPR,2010,812300000,
JNPR,2011,986700000,
JNPR,2012,637700000,0
JNPR,2013,845900000,0
JNPR,2014,763400000,-86000000
JNPR,2015,892500000,-156300000
JNPR,2016,1106000000,-152500000
JNPR,2017,1260100000,-150400000
JNPR,2018,861100000,-249300000
JOE,2009,66576000,
JOE,2010,31094000,
JOE,2011,-9839000,
JOE,2012,23041000,
JOE,2013,16333000,
JOE,2014,331035000,
JOE,2015,22418000,
JOE,2016,10662000,
JOE,2017,53631000,
JOE,2018,41420000,
JOUT,2010,19751000,
JOUT,2011,30980000,
JOUT,2012,31764000,
JOUT,2013,30003000,
JOUT,2014,33218000,-2955000
JOUT,2015,18056000,-2966000
JOUT,2016,43434000,-3169000
JOUT,2017,46350000,-3559000
JOUT,2018,63358000,-4350000
JOUT,2019,45844000,-5557000
JOY,2008,577285000,-67426000
JOY,2009,451961000,-71596000
JOY,2010,583489000,-72088000
JOY,2011,504693000,-73262000
JOY,2012,442861000,-73961000
JOY,2013,636850000,-74325000
JOY,2014,363339000,-74945000
JOY,2015,355333000,-77950000
JOY,2016,253641000,-3984000
JSDA,2010,-3465000,
JSDA,2011,-5079000,
JSDA,2012,-2881000,
JSDA,2013,-317000,
JSDA,2014,-1245000,
JSDA,2015,-1008000,
JSDA,2016,-346000,
JSDA,2017,-37000,
JSDA,2018,-1704000,
JVA,2010,1342092,-333978
JVA,2011,-4052560,-694658
JVA,2012,8026512,-774756
JVA,2013,-3276259,-387377
JVA,2014,30066,-52000
JVA,2015,-2285840,-80000
JVA,2016,1607788,
JVA,2017,1476633,
JVA,2018,8693403,
JWA,2010,315006000,-32986000
JWA,2011,375619000,-38764000
JWA,2012,379648000,-48257000
JWA,2013,337037000,-57426000
JWA,2014,348224000,-58953000
JWA,2015,355122000,-68498000
JWA,2016,349957000,-69896000
JWA,2017,314903000,-71545000
JWA,2018,382322000,-73542000
JWA,2019,250831000,-75752000
JWN,2008,848000000,-138000000
JWN,2009,1251000000,-139000000
JWN,2010,1177000000,-167000000
JWN,2011,1177000000,-197000000
JWN,2012,1110000000,-220000000
JWN,2013,1320000000,-234000000
JWN,2014,1220000000,-251000000
JWN,2015,2451000000,-1185000000
JWN,2016,1648000000,-256000000
JWN,2017,1400000000,-247000000
JWN,2018,1296000000,-250000000
K,2008,1267000000,-495000000
K,2009,1643000000,-546000000
K,2010,1008000000,-584000000
K,2011,1595000000,-604000000
K,2012,1758000000,-622000000
K,2013,1807000000,-653000000
K,2014,1793000000,-680000000
K,2015,1691000000,-700000000
K,2016,1628000000,-716000000
K,2017,1646000000,-736000000
K,2018,1736000000,-762000000
KANP,2010,-7177,
KANP,2011,-1540000,
KANP,2012,-4725000,
KANP,2013,36000,
KANP,2014,11263000,
KANP,2015,-1446000,
KANP,2016,-702000,
KANP,2017,9841000,
KANP,2018,-1568000,
KAR,2010,467600000,
KAR,2011,305800000,0
KAR,2012,290200000,-26000000
KAR,2013,434000000,-78600000
KAR,2014,431300000,-139900000
KAR,2015,482100000,-151900000
KAR,2016,378000000,-157100000
KAR,2017,588800000,-174800000
KAR,2018,749800000,-188300000
KATE,2010,150641000,
KATE,2011,269951000,
KATE,2012,11358000,
KATE,2013,-24031000,
KATE,2014,14364000,
KATE,2015,105576000,
KATE,2016,244886000,
KDP,2009,865000000,0
KDP,2010,2535000000,-194000000
KDP,2011,783000000,-251000000
KDP,2012,482000000,-284000000
KDP,2013,866000000,-302000000
KDP,2014,1022000000,-317000000
KDP,2015,1014000000,-355000000
KDP,2016,961000000,-386000000
KDP,2017,1038000000,-414000000
KDP,2018,1613000000,-232000000
KE,2014,39306000,
KE,2015,28064000,
KE,2016,36832000,
KE,2017,46754000,
KE,2018,40200000,
KE,2019,-6748000,
KEM,2009,54620000,
KEM,2010,113968000,
KEM,2011,80730000,
KEM,2012,-22827000,
KEM,2013,-6746000,
KEM,2014,24402000,
KEM,2015,32365000,
KEM,2016,71667000,
KEM,2017,120860000,
KEM,2018,131731000,-5762000
KEYS,2014,563000000,
KEYS,2015,376000000,
KEYS,2016,416000000,
KEYS,2017,313000000,
KEYS,2018,555000000,
KFY,2010,-30846000,
KFY,2011,95634000,-600000
KFY,2012,70975000,
KFY,2013,61707000,
KFY,2014,129482000,
KFY,2015,107276000,-5105000
KFY,2016,68989000,-21833000
KFY,2017,106141000,-23318000
KFY,2018,219125000,-22955000
KFY,2019,258805000,-23459000
KHC,2014,2140000000,-720000000
KHC,2015,1272000000,-2202000000
KHC,2016,2649000000,-3764000000
KHC,2017,527000000,-2888000000
KHC,2018,2574000000,-3183000000
KIM,2011,448613000,-353764000
KIM,2012,479054000,-382722000
KIM,2013,570035000,-400354000
KIM,2014,629343000,-427873000
KIM,2015,493701000,-455833000
KIM,2016,592096000,-474045000
KIM,2017,614181000,-506172000
KIM,2018,637936000,-529756000
KIRK,2010,36700000,
KIRK,2011,41765000,
KIRK,2012,32347000,
KIRK,2013,39213000,0
KITE,2013,-5612000,
KITE,2014,-17072000,
KITE,2015,-16087000,
KITE,2016,-168904000,
KKD,2011,20625000,
KKD,2012,34957000,
KKD,2013,56366000,
KKD,2014,55317000,
KKD,2015,62817000,
KKD,2016,78844000,
KKR,2010,733396000,-91918000
KKR,2011,-208577000,-154465000
KKR,2012,6201751000,-197024000
KKR,2013,2577753000,-431583000
KKR,2014,1488650000,-784995000
KKR,2015,385404000,-868540000
KKR,2016,-1562182000,-604487000
KKR,2017,-3630029000,-345337000
KKR,2018,-7606475000,-355705000
KLAC,2010,447800000,-102409000
KLAC,2011,823166000,-167398000
KLAC,2012,941617000,-233561000
KLAC,2013,913188000,-265893000
KLAC,2014,778886000,-298871000
KLAC,2015,605906000,-3041055000
KLAC,2016,759696000,-346283000
KLAC,2017,1079665000,-343993000
KLAC,2018,1229120000,-402065000
KLAC,2019,1152632000,-472263000
KLIC,2010,87638000,
KLIC,2011,202257000,
KLIC,2012,183969000,
KLIC,2013,94824000,
KLIC,2014,82460000,
KLIC,2015,87875000,
KLIC,2016,68407000,
KLIC,2017,136310000,
KLIC,2018,123499000,-8176000
KLXI,2015,217200000,
KLXI,2016,150900000,
KLXI,2017,206600000,
KMB,2008,2516000000,-950000000
KMB,2009,3481000000,-986000000
KMB,2010,2744000000,-1066000000
KMB,2011,2288000000,-1099000000
KMB,2012,3288000000,-1151000000
KMB,2013,3040000000,-1223000000
KMB,2014,2845000000,-1256000000
KMB,2015,2306000000,-1272000000
KMB,2016,3232000000,-1311000000
KMB,2017,2929000000,-1359000000
KMB,2018,2970000000,-1386000000
KMG,2011,12713000,-1017000
KMG,2012,25249000,-1249000
KMG,2013,20272000,-1378000
KMG,2014,40358000,-1393000
KMG,2015,17568000,-1402000
KMG,2016,41034000,-1406000
KMG,2017,44923000,-1423000
KMG,2018,93551000,-1753000
KMI,2010,1913000000,-700000000
KMI,2011,2366000000,-770000000
KMI,2012,2808000000,-1184000000
KMI,2013,4122000000,-1622000000
KMI,2014,4467000000,-1760000000
KMI,2015,5313000000,-4224000000
KMI,2016,4758000000,-1272000000
KMI,2017,4601000000,-1276000000
KMI,2018,5043000000,-1774000000
KMX,2009,59522000,
KMX,2010,-6758000,
KMX,2011,-62164000,
KMX,2012,-778441000,
KMX,2013,-613163000,
KMX,2014,-968130000,
KMX,2015,-148893000,
KMX,2016,-468138000,
KMX,2017,-80550000,
KMX,2018,162971000,
KN,2013,174300000,
KN,2014,115700000,
KN,2015,78400000,
KN,2016,148100000,
KN,2017,216000000,
KN,2018,108500000,
KND,2010,209988000,
KND,2011,153706000,0
KND,2012,262562000,
KND,2013,199412000,-13001000
KND,2014,105471000,-28594000
KND,2015,163262000,-51006000
KND,2016,184962000,-52252000
KND,2017,75695000,-22600000
KO,2008,7571000000,-3521000000
KO,2009,8186000000,-3800000000
KO,2010,9532000000,-4068000000
KO,2011,9474000000,-4300000000
KO,2012,10645000000,-4595000000
KO,2013,10542000000,-4969000000
KO,2014,10615000000,-5350000000
KO,2015,10528000000,-5741000000
KO,2016,8796000000,-6043000000
KO,2017,6995000000,-6320000000
KO,2018,7320000000,-6644000000
KONA,2015,10294000,
KOOL,2011,-2092000,
KOOL,2012,-3885000,
KOOL,2013,-3082000,
KOOL,2014,-7836000,
KOOL,2015,-10649000,
KOOL,2016,-9625000,
KOOL,2017,-7215000,
KOOL,2018,-6983000,
KOPN,2010,13933341,
KOPN,2011,19252101,
KOPN,2012,3788201,
KOPN,2013,-18900405,
KOPN,2014,-19604996,
KOPN,2015,-16919549,0
KOPN,2016,-26174695,0
KOPN,2017,-25912698,-791737
KOPN,2018,-28165909,
KORS,2012,115290000,
KORS,2013,363837000,
KORS,2014,633000000,
KORS,2015,1249500000,
KORS,2016,1034600000,
KORS,2017,1062500000,
KORS,2018,694000000,
KPTI,2012,-15509000,
KPTI,2013,-30290000,
KPTI,2014,-51447000,
KPTI,2015,-94714000,
KPTI,2016,-84391000,
KPTI,2017,-73717000,
KPTI,2018,-159117000,
KR,2008,2896000000,-227000000
KR,2009,2922000000,-238000000
KR,2010,3366000000,-250000000
KR,2011,2658000000,-257000000
KR,2012,2954000000,-267000000
KR,2013,3573000000,-319000000
KR,2014,4215000000,-338000000
KR,2015,4917000000,-385000000
KR,2016,4272000000,-429000000
KR,2017,3413000000,-443000000
KR,2018,4164000000,-437000000
KRA,2010,55360000,
KRA,2011,64775000,
KRA,2012,146333000,
KRA,2013,105456000,
KRA,2014,29858000,
KRA,2015,103847000,
KRA,2016,138468000,
KRA,2017,255440000,
KRA,2018,246579000,
KRO,2010,126000000,-14500000
KRO,2011,295600000,-124600000
KRO,2012,76900000,-69500000
KRO,2013,130400000,-69500000
KRO,2014,87700000,-69500000
KRO,2015,52100000,-69500000
KRO,2016,89600000,-69500000
KRO,2017,276100000,-69500000
KRO,2018,188500000,-78800000
KSU,2008,409400000,-15200000
KSU,2009,290500000,-11000000
KSU,2010,496300000,-11000000
KSU,2011,638000000,-3000000
KSU,2012,673200000,-86100000
KSU,2013,798300000,-71200000
KSU,2014,906000000,-116600000
KSU,2015,909200000,-140100000
KSU,2016,919000000,-142800000
KSU,2017,1028400000,-142500000
KSU,2018,945700000,-147500000
KTEC,2010,13967000,
KTEC,2011,5750000,
KTEC,2012,-1262000,
KTEC,2013,8769000,
KTEC,2014,-3716000,
KTEC,2015,-48000,
KTEC,2016,5813000,
KTEC,2017,1437000,
KTOS,2010,28300000,
KTOS,2011,5200000,
KTOS,2012,52300000,
KTOS,2013,21900000,
KTOS,2014,2500000,
KTOS,2015,-29700000,
KTOS,2016,-14600000,
KTOS,2017,-26900000,
KTOS,2018,18100000,
KTWO,2013,-19090000,0
KTWO,2014,-30162000,-18547000
KTWO,2015,-18310000,0
KTWO,2016,-13298000,0
KTWO,2017,-12813000,
KURA,2010,-19244,
KURA,2011,-22678,
KURA,2012,-24418,
KURA,2013,-23234,
KURA,2014,-15955,
KURA,2015,-17925000,
KURA,2016,-25349000,
KURA,2017,-28441000,
KURA,2018,-48655000,
KWR,2010,37547000,-10449000
KWR,2011,19666000,-11586000
KWR,2012,62893000,-12616000
KWR,2013,73801000,-13018000
KWR,2014,54690000,-14562000
KWR,2015,73432000,-16513000
KWR,2016,73753000,-17625000
KWR,2017,64885000,-18613000
KWR,2018,80171000,-19319000
LABL,2011,37083000,-2612000
LABL,2012,56477000,-2941000
LABL,2013,69713000,-3237000
LABL,2014,106975000,-3302000
LABL,2015,99401000,-3351000
LABL,2016,107210000,-3876000
LABL,2017,56907000,-4024000
LABL,2018,159439000,-4106000
LAKE,2011,-1027100,
LAKE,2012,-4459,
LAKE,2013,2187373,
LAKE,2014,-3881373,
LAKE,2015,-518000,
LAKE,2016,11493000,
LAKE,2017,648000,
LAKE,2018,1785000,
LAMR,2009,293743000,-365000
