ticker,fiscal_year,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings
ADP,2018,31823300000,38849100000,,30412700000,2002400000,34113200000,16546600000
ADP,2019,34342300000,41887700000,0,32627700000,2002200000,36487800000,17500600000
ADPT,2013,33071000,183292000,562000,25424000,78849000,104641000,
ADPT,2014,65643000,282818000,1897000,41445000,109038000,182938000,-3351000
ADPT,2015,118690000,521603000,7687000,59263000,117517000,371919000,6323000
ADRO,2014,125221000,126462000,,44215000,,47796000,-61643000
ADRO,2015,424504000,481825000,,31066000,,220203000,-100852000
ADRO,2016,354764000,438611000,,30632000,,211391000,-192000000
ADRO,2017,350131000,445128000,,41401000,,207655000,-283863000
ADRO,2018,282976000,357504000,,30517000,,222193000,-404532000
ADS,2009,2359505000,5225667000,51963000,2130012000,1730389000,4952891000,1033039000
ADS,2010,6129535000,8272152000,1999506000,3862188000,3530408000,8249058000,815718000
ADS,2011,6606967000,8980249000,1714032000,3855171000,3729729000,8804283000,1131004000
ADS,2012,9132143000,12000139000,2277323000,5032777000,4708486000,11471652000,1553260000
ADS,2013,10400842000,13244257000,1389489000,4512498000,6002708000,12388496000,2049430000
ADS,2014,13814776000,20263977000,1266914000,6305483000,8134248000,17632031000,2540948000
ADS,2015,16250400000,22349900000,1418700000,6403100000,10081400000,20172500000,3092500000
ADS,2016,19589300000,25514100000,2453500000,9229500000,10103300000,23855900000,3494800000
ADS,2017,24705600000,30684800000,1471200000,10146700000,13415700000,28829500000,4167100000
ADS,2018,24711700000,30387700000,2862100000,11484000000,10527500000,28055600000,5012400000
ADSK,2009,1388000000,2420700000,,800100000,,1110000000,241500000
ADSK,2010,1379600000,2447200000,,704000000,,973700000,272700000
ADSK,2011,1714300000,2787600000,,869800000,,1178300000,342700000
ADSK,2012,1895900000,3227800000,,954100000,0,1344900000,511600000
ADSK,2013,2552400000,4308400000,,1043700000,745600000,2265200000,599100000
ADSK,2014,2835000000,4595000000,,1071500000,746400000,2333500000,624800000
ADSK,2015,2993100000,5515300000,0,1591000000,1487700000,3895700000,-80800000
ADSK,2016,2460600000,4798100000,398700000,2185400000,1092000000,4064500000,-964200000
ADSK,2017,1877900000,4113600000,,2123200000,1586000000,4369600000,-2084900000
ADSK,2018,1620000000,4729200000,0,2301200000,2087700000,4940100000,-2147400000
ADT,2017,455886000,17014820000,48060000,896252000,10121126000,13581708000,-998212000
ADT,2018,854017000,17208608000,58184000,1012490000,9944112000,12983803000,-1680432000
ADT,2019,625483000,16083652000,58049000,1119728000,9634226000,12899283000,-2742193000
ADVM,2013,822000,1085000,,1162000,,1303000,-8869000
ADVM,2014,160278000,161906000,,5471000,,12423000,-36715000
ADVM,2015,260992000,264319000,,6574000,,11727000,-84168000
ADVM,2016,225274000,234583000,,9896000,,18983000,-197915000
ADVM,2017,193741000,201905000,,10674000,,17877000,-254062000
ADVM,2018,208754000,213495000,,10719000,,12328000,-320543000
AE,2010,246976000,301305000,,206998000,0,211150000,78040000
AE,2011,304965000,378840000,,256094000,0,268158000,98567000
AE,2012,324556000,419501000,,266082000,0,283643000,123743000
AE,2013,351730000,448082000,,272169000,0,293397000,142570000
AE,2014,250945000,340814000,,168603000,0,183317000,145382000
AE,2015,176537000,243215000,,80197000,,90705000,140395000
AE,2016,192518000,246872000,,86074000,,95560000,139197000
AE,2017,245685000,282704000,338000,129598000,1351000,135585000,135004000
AE,2018,229590000,278870000,883000,123267000,3209000,132272000,134228000
AE,2019,247324000,330842000,2167000,159577000,4376000,179201000,138440000
AEE,2008,2608000000,22671000000,1554000000,3077000000,6554000000,15492000000,2181000000
AEE,2009,2842000000,23702000000,224000000,1711000000,7941000000,15642000000,2455000000
AEE,2010,2890000000,23511000000,424000000,1888000000,7313000000,15627000000,2225000000
AEE,2011,2295000000,23645000000,327000000,1785000000,6677000000,15577000000,2369000000
AEE,2012,3596000000,22230000000,355000000,2686000000,5802000000,15463000000,1006000000
AEE,2013,1972000000,21042000000,902000000,2461000000,5504000000,14356000000,907000000
AEE,2014,1694000000,22289000000,834000000,2249000000,6085000000,15434000000,1103000000
AEE,2015,1917000000,23640000000,696000000,2093000000,6880000000,16552000000,1331000000
AEE,2016,1593000000,24699000000,1239000000,2674000000,6595000000,17454000000,1568000000
AEE,2017,1612000000,25945000000,1325000000,2940000000,7094000000,18619000000,1660000000
AEE,2018,1533000000,27215000000,1177000000,2687000000,7859000000,19442000000,2024000000
AEHR,2011,10571000,12083000,,2540000,,2982000,-41328000
AEHR,2012,10928000,11613000,,4808000,,5159000,-44695000
AEHR,2013,10601000,10975000,,5701000,,5981000,-48114000
AEHR,2014,11673000,12225000,,5117000,0,5196000,-47692000
AEHR,2015,14295000,14868000,,6519000,3791000,10318000,-54339000
AEHR,2016,8748000,10046000,,4680000,5962000,10769000,-61124000
AEHR,2017,29378000,30892000,,7884000,6110000,14098000,-66777000
AEHR,2018,29456000,30955000,6110000,11148000,,11670000,-66249000
AEHR,2019,20034000,21307000,,5512000,,5854000,-71484000
AEIS,2010,361767000,505157000,,102325000,,131189000,88453000
AEIS,2011,390486000,533378000,,91244000,,126039000,124767000
AEIS,2012,371146000,537242000,0,85748000,,147631000,147328000
AEIS,2013,416969000,652977000,13661000,122357000,,188515000,179414000
AEIS,2014,376753000,684568000,,112568000,,209603000,226396000
AEIS,2015,322477000,462503000,,103970000,,198923000,67910000
AEIS,2016,438334000,571529000,,95046000,,179455000,195364000
AEIS,2017,595225000,733308000,,106119000,,212667000,333225000
AEIS,2018,568448000,816484000,,110309000,,209182000,512783000
AEO,2009,1106874000,2138148000,47388000,408955000,,559631000,1764049000
AEO,2010,1126351000,1879998000,16203000,387837000,,528927000,1711929000
AEO,2011,1238727000,1950802000,15066000,405401000,,533951000,1771464000
AEO,2012,1083570000,1756053000,13381000,435902000,,534866000,1553058000
AEO,2013,882513000,1694164000,13293000,415478000,,527986000,1569851000
AEO,2014,828040000,1696908000,12969000,459093000,,557162000,1543085000
AEO,2015,723375000,1612246000,12711000,463682000,,560870000,1659267000
AEO,2016,901229000,1782660000,12780000,493783000,,578091000,1775775000
AEO,2017,968530000,1816313000,11203000,485221000,,569522000,1883592000
AEO,2018,1046253000,1903378000,9974000,542645000,,615823000,2054654000
AEP,2008,3775000000,45155000000,2423000000,6297000000,15536000000,34384000000,3847000000
AEP,2009,4756000000,48348000000,1867000000,5327000000,15757000000,35147000000,4451000000
AEP,2010,5016000000,50455000000,2655000000,6518000000,15502000000,36773000000,4842000000
AEP,2011,4182000000,52223000000,3083000000,6611000000,15083000000,37558000000,5890000000
AEP,2012,4589000000,54367000000,3152000000,6823000000,15586000000,39130000000,6236000000
AEP,2013,4310000000,56414000000,2306000000,6112000000,16828000000,40328000000,6766000000
AEP,2014,4478100000,59544600000,3846400000,7966600000,16012000000,42720100000,7406600000
AEP,2015,4072400000,61683100000,2631800000,7108500000,17740900000,43778200000,8398300000
AEP,2016,6033900000,63467700000,4591000000,9498000000,17378400000,46047600000,7892400000
AEP,2017,4253100000,64729100000,3392300000,8271300000,19419600000,46403600000,8626700000
AEP,2018,4113900000,68802800000,3608500000,8648800000,21648200000,49634600000,9325300000
AEPI,2010,167438000,350796000,441000,96891000,185259000,294166000,95776000
AEPI,2011,228866000,415669000,1392000,111646000,237123000,365683000,108164000
AEPI,2012,213426000,431443000,2604000,117057000,214728000,357714000,131316000
AEPI,2013,234704000,471563000,3335000,116058000,238931000,386150000,142064000
AEPI,2014,216206000,446946000,2636000,113010000,253695000,387249000,136558000
AEPI,2015,233255000,440205000,2475000,111604000,210951000,350557000,165395000
AEPI,2016,201860000,392631000,2400000,114876000,133125000,279339000,189085000
AES,2008,7316000000,34806000000,1071000000,5182000000,16619000000,27719000000,-8000000
AES,2009,8787000000,39535000000,1932000000,6621000000,17605000000,30595000000,650000000
AES,2010,9446000000,40511000000,2996000000,8065000000,15792000000,30038000000,620000000
AES,2011,9229000000,45346000000,2428000000,8438000000,19592000000,35539000000,678000000
AES,2012,8465000000,41830000000,2505000000,8319000000,18216000000,34238000000,-264000000
AES,2013,7739000000,40411000000,2180000000,7653000000,18869000000,32682000000,-150000000
AES,2014,7826000000,38966000000,2133000000,6997000000,18725000000,31563000000,512000000
AES,2015,6842000000,36470000000,2172000000,6926000000,17909000000,29761000000,143000000
AES,2016,6416000000,36124000000,1052000000,5277000000,18402000000,29642000000,-1146000000
AES,2017,6398000000,33112000000,2164000000,6028000000,17801000000,27430000000,-2276000000
AES,2018,5015000000,32521000000,1659000000,4399000000,17636000000,26038000000,-1005000000
AFI,2015,349700000,863400000,,161300000,10000000,861400000,0
AFI,2016,404900000,904400000,,163400000,21200000,280900000,10000000
AFI,2017,390300000,879500000,0,151000000,86000000,329500000,-31800000
AFI,2018,370900000,708200000,28700000,170600000,70600000,317200000,-186300000
AGCO,2009,2748500000,4998900000,100000,1668900000,454000000,2604500000,1517800000
AGCO,2010,3121000000,5436900000,100000,1912900000,443000000,2777700000,1738300000
AGCO,2011,3662800000,7257200000,60100000,2205500000,1409700000,4226000000,2321600000
AGCO,2012,3954700000,7721800000,59100000,2464800000,1035600000,4240300000,2843700000
AGCO,2013,4517100000,8438800000,110500000,2812000000,938500000,4394000000,3402000000
AGCO,2014,3310700000,7368800000,94300000,2216900000,997600000,3871900000,3771600000
AGCO,2015,2898300000,6497700000,89000000,2185400000,925200000,3614400000,3996000000
AGCO,2016,3165700000,7168400000,85400000,2144900000,1610000000,4331200000,4113600000
AGCO,2017,3627700000,7971700000,95400000,2650600000,1618100000,4876400000,4253800000
AGCO,2018,3537400000,7626400000,210600000,2766700000,1275300000,4632900000,4477300000
AGI,2010,477400000,1515200000,9100000,560400000,1685200000,2380100000,-1047800000
AGI,2011,440300000,1651000000,11900000,601200000,1922500000,2662700000,-1157500000
AGI,2012,415400000,1473100000,11800000,579100000,1911800000,2619200000,-1256800000
AGI,2013,380900000,1384500000,11700000,552700000,1947100000,2621500000,-1346400000
AGI,2014,365700000,1037700000,10800000,560900000,2018400000,2653600000,-1720800000
AGI,2015,338300000,829000000,7800000,435800000,1868400000,2374900000,-1750800000
AGI,2016,321500000,766300000,7800000,404400000,1837600000,2305100000,-1734300000
AGIO,2012,130144000,137008000,,35113000,,93110000,-74037000
AGIO,2013,169747000,201205000,,36930000,,69723000,-113444000
AGIO,2014,359546000,491904000,,61089000,,67538000,-166948000
AGIO,2015,337329000,420065000,,52888000,,74947000,-284680000
AGIO,2016,559892000,619094000,,88433000,,260503000,-483151000
AGIO,2017,445261000,614397000,,94941000,,238894000,-798061000
AGIO,2018,613780000,858457000,,93503000,,170920000,-1104633000
AGLE,2015,38286000,38654000,,2523000,,2550000,-23579000
AGLE,2016,66424000,67063000,,3965000,,4097000,-45277000
AGLE,2017,54991000,56077000,,5629000,,5740000,-72513000
AGLE,2018,76671000,77739000,,10239000,,10311000,-116861000
AGN,2012,3838300000,14114800000,176200000,2749300000,6257100000,10258400000,2182700000
AGN,2013,4434700000,22725900000,534600000,3294900000,8517400000,13188800000,1432300000
AGN,2014,7110600000,52758000000,693400000,5247500000,14837700000,24422500000,-198200000
AGN,2015,8579100000,1.36E+11,2396500000,8292000000,40133900000,58994000000,3647500000
AGN,2016,17857900000,1.29E+11,2797900000,7874700000,29970800000,52785800000,18342500000
AGN,2017,11376700000,1.18E+11,4231800000,9848100000,25843500000,44504800000,12957200000
AGN,2018,6475400000,1.02E+11,868300000,5727900000,22929400000,36656600000,7258900000
AGNC,2010,14266054000,14475829000,,12830838000,72927000,12903765000,78116000
AGNC,2011,57693000000,57972000000,,51706000000,54000000,51760000000,-38000000
AGNC,2012,99892000000,1.00E+11,,88620000000,937000000,89557000000,-289000000
AGNC,2013,74777000000,76255000000,,66648000000,910000000,67558000000,-497000000
AGNC,2014,67133000000,67766000000,,57577000000,761000000,58338000000,-1674000000
AGNC,2015,56635000000,57021000000,,44702000000,595000000,49050000000,-2350000000
AGNC,2016,55700000000,56880000000,,46027000000,460000000,49524000000,-2518000000
AGNC,2017,69433000000,70376000000,,61265000000,357000000,61622000000,-2562000000
AGNC,2018,1.08E+11,1.09E+11,,99060000000,275000000,99335000000,-3433000000
AGN_old,2008,2270600000,6791800000,4400000,697000000,1570500000,2739300000,1842100000
AGN_old,2009,3106300000,7536600000,18100000,811600000,1491300000,2692700000,2356700000
AGN_old,2010,3993700000,8308100000,670600000,1528400000,1534200000,3527000000,2225900000
AGN_old,2011,4048300000,8508600000,83900000,955000000,1515400000,3176200000,2969300000
AGN_old,2012,4934900000,9179300000,48800000,1095500000,1512400000,3316700000,3832100000
AGN_old,2013,5319700000,10574300000,55600000,1244300000,2098300000,4104800000,4646700000
AGN_old,2014,6871200000,12415700000,72100000,1557300000,2085300000,4652700000,5894800000
AGR,2014,2202000000,24162000000,148000000,1772000000,2489000000,11685000000,1182000000
AGR,2015,2474000000,30743000000,206000000,2035000000,4530000000,15677000000,1449000000
AGR,2016,2252000000,31309000000,349000000,2712000000,4510000000,16101000000,1630000000
AGR,2017,2260000000,31671000000,183000000,3114000000,5196000000,16575000000,1475000000
AGR,2018,1969000000,32167000000,394000000,3004000000,5368000000,16764000000,1528000000
AGX,2010,106042000,130542000,,32868000,,33498000,6476000
AGX,2011,180577000,205252000,,104279000,,104879000,8944000
AGX,2012,204108000,234724000,,115546000,,115556000,23850000
AGX,2013,298559000,323306000,,165237000,,165529000,53335000
AGX,2014,364354000,391193000,,215231000,,216241000,73614000
AGX,2015,350612000,409791000,,187712000,,187936000,99581000
AGX,2016,587949000,644488000,,350724000,,351919000,154649000
AGX,2017,485028000,542670000,,183211000,,184504000,211150000
AGX,2018,416348000,476648000,,82276000,,82276000,247616000
AGYS,2010,229792000,312398000,999000,146787000,907000,164294000,146659000
AGYS,2011,154295000,204139000,647000,78009000,347000,89701000,123876000
AGYS,2012,146296000,197498000,58000,74174000,28000,83642000,122578000
AGYS,2013,129854000,190895000,43000,48143000,292000,58022000,139675000
AGYS,2014,105017000,181525000,142000,50610000,47000,57337000,128178000
AGYS,2015,95501000,185157000,118000,54100000,215000,61684000,124413000
AGYS,2016,73520000,167305000,121000,46337000,116000,53636000,112692000
AGYS,2017,63924000,157207000,120000,44581000,57000,48776000,103601000
AGYS,2018,79008000,163591000,22000,58301000,35000,62969000,93051000
AHPI,2011,22742359,31765346,,4491234,,4605934,
AHPI,2012,20706081,31477069,,4700384,,4700384,
AHPI,2013,17705976,29338731,,4023982,,4023982,
AHPI,2014,14913229,26032427,,3523354,,3523354,
AHPI,2015,15146774,24989467,,4296270,,4296270,
AHPI,2016,14941661,23195681,,4923226,,4923226,
AHPI,2017,13198329,19636649,,3450369,,3450369,
AHPI,2018,11977429,17321241,,3324301,,3324301,
AHPI,2019,10950924,15453896,,3563544,,3563544,
AHS,2010,179261000,562110000,13875000,117893000,200811000,408655000,-233066000
AHS,2011,212473000,535631000,28125000,140052000,174198000,399972000,-259331000
AHS,2012,203744000,517386000,,109525000,158178000,335275000,-242195000
AHS,2013,232897000,604288000,0,143090000,148672000,386546000,-211275000
AHS,2014,282670000,680731000,7500000,178295000,135690000,424150000,-178058000
AHS,2015,375628000,880432000,7500000,251017000,180990000,532572000,-96167000
AHS,2016,450628000,1186881000,3750000,274790000,359192000,737498000,9671000
AHS,2017,474153000,1253957000,,265272000,319843000,691430000,142229000
AHS,2018,482166000,1492721000,,307270000,440607000,853731000,286059000
AIMC,2010,242535000,508102000,3393000,86892000,213109000,343350000,45536000
AIMC,2011,330640000,629985000,688000,102106000,263361000,421589000,83211000
